id,gender,age,pref,education,pid,ability_1,ability_2,ability_3,ability_4,ability_5,ability_6,priority,performance1_1,performance1_2,performance1_3,performance1_4,performance2_1,performance2_2,performance2_3,performance2_4
1763,Other,28,Saitama,4,33,1,4,2,2,4,2,1,4,2,1,2,4,2,1,2
1764,Male,24,Kanagawa,4,33,1,4,4,4,4,4,1,2,1,1,2,2,1,1,99
1765,Female,47,Osaka,4,33,2,3,3,3,4,2,3,4,3,1,99,4,3,1,3
1766,Male,61,Nara,4,33,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
1767,Female,45,Nagasaki,3,1,2,3,3,3,3,2,4,2,3,2,3,3,3,2,3
1768,Female,49,Wakayama,4,6,1,4,4,2,4,3,1,3,2,2,3,4,2,2,3
1769,Male,47,Niigata,4,33,2,2,3,3,4,99,3,99,4,4,4,4,4,4,99
1770,Female,54,Shizuoka,2,33,1,99,3,3,2,3,1,4,3,4,99,3,3,3,4
1771,Male,55,Kyoto,3,5,4,3,4,4,1,4,1,4,4,3,4,4,3,3,4
1772,refuse,35,Yamagata,4,99,1,3,3,4,2,2,3,3,2,1,2,2,1,1,3
1773,Male,55,Chiba,4,6,1,4,4,4,4,4,1,1,1,1,3,1,1,1,3
1774,Female,48,Tochigi,3,33,3,4,4,4,4,4,1,99,99,3,99,4,3,3,3
1775,Male,74,Hyogo,1,1,1,4,4,4,4,2,1,2,2,2,99,2,2,2,4
1776,Other,42,Aichi,4,6,2,3,99,3,3,2,3,99,3,2,99,3,2,2,2
1777,Female,45,Mie,2,99,3,3,3,3,3,3,99,99,99,99,99,99,99,99,99
1778,Male,64,Tokyo,4,1,2,3,4,3,4,4,3,3,4,3,4,4,4,3,3
1779,Female,50,Saitama,3,1,2,3,3,3,4,1,11,3,4,4,3,3,3,3,3
1780,Female,48,Osaka,2,6,2,4,4,99,4,99,1,3,1,1,2,3,1,1,2
1781,Male,55,Kanagawa,2,1,1,4,4,3,4,4,1,1,1,1,4,2,1,1,3
1782,Female,38,Osaka,3,4,1,4,3,2,4,1,1,2,3,2,99,3,3,2,3
1783,Female,51,Toyama,4,33,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4
1784,Male,60,Hyogo,4,6,1,4,4,3,4,2,1,2,3,2,4,3,2,2,4
1785,Male,48,Niigata,4,1,2,4,4,3,4,3,1,2,2,1,2,2,2,2,2
1786,Male,52,Hiroshima,4,1,1,3,3,3,3,3,1,2,2,1,2,2,2,2,2
1787,Male,39,Tokyo,4,33,4,4,4,4,4,4,1,4,3,3,3,4,3,3,3
1788,Male,65,Hiroshima,2,11,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4
1789,Male,47,Ishikawa,4,1,2,4,4,3,4,2,3,2,3,2,3,2,3,2,3
1790,Male,42,Wakayama,4,1,2,4,4,4,4,4,1,3,2,2,3,3,3,2,3
1791,Male,32,Kyoto,4,11,3,2,3,4,4,2,1,4,3,3,4,4,99,3,4
1792,Male,62,Hokkaido,4,5,2,2,4,4,1,1,4,4,4,4,4,4,4,4,4
1793,Male,45,Tokyo,4,1,1,4,2,3,4,2,4,4,2,1,2,3,2,1,2
1794,Male,48,Kanagawa,2,5,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4
1795,Male,60,Tochigi,2,1,2,4,4,4,4,4,1,3,2,1,4,3,2,2,3
1796,Female,46,Fukuoka,4,2,2,2,2,4,4,3,1,2,3,3,4,3,3,3,3
1797,Male,33,Osaka,4,1,1,4,3,3,4,2,1,4,2,1,99,3,2,2,3
1798,Female,39,Tokyo,3,99,99,4,99,99,99,4,99,4,99,99,99,4,4,99,99
1799,Male,39,Aomori,4,33,2,4,4,4,4,4,1,3,2,2,4,4,2,2,4
1800,Male,35,Kanagawa,4,1,2,2,3,2,3,3,5,2,3,3,3,3,2,3,2
1801,Male,54,Kagoshima,4,33,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4
1802,Male,34,Kanagawa,4,1,1,4,4,4,4,4,1,2,1,1,2,3,2,2,3
1803,Male,37,Shizuoka,1,33,4,4,2,4,4,3,4,4,4,4,4,4,4,4,3
1804,Female,59,Kanagawa,2,33,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1805,Other,30,Miyagi,2,3,2,2,1,1,1,1,4,2,2,1,3,2,3,1,3
1806,Female,20,Chiba,4,33,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3
1807,Male,44,Hyogo,4,33,2,4,3,4,4,3,3,2,4,2,4,4,3,2,4
1808,Female,33,Tokyo,4,1,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3
1809,Male,45,Chiba,2,33,2,4,3,4,4,4,1,4,4,3,4,4,4,4,3
1810,Female,52,Tochigi,3,1,1,2,3,3,4,3,1,3,3,3,2,2,3,2,3
1811,Male,42,Shizuoka,4,1,2,3,3,3,3,3,1,3,2,2,3,3,2,2,3
1812,Male,45,Kanagawa,3,33,2,3,4,4,4,3,1,3,1,1,2,99,99,99,99
1813,Female,50,Okayama,3,1,2,3,2,3,3,2,3,2,2,2,3,99,99,99,99
1814,Male,71,Tokyo,4,2,2,2,4,4,4,4,3,4,4,2,3,99,3,3,3
1815,Female,46,Kanagawa,2,33,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
1816,Male,41,Niigata,3,33,2,4,4,3,4,3,1,3,3,2,4,3,3,2,4
1817,Male,37,Fukuoka,4,33,3,3,3,4,4,3,1,4,4,3,3,4,4,3,3
1818,Female,44,Mie,4,5,4,3,3,4,2,4,4,3,3,2,3,3,3,2,4
1819,Male,60,Tokyo,4,1,1,4,4,4,4,4,1,4,4,2,3,4,2,2,4
1820,Male,39,Tokyo,4,11,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4
1821,Male,39,Tokyo,4,11,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4
1822,Male,71,Tokyo,4,1,1,2,3,3,4,3,3,2,2,2,2,2,2,2,2
1823,Male,63,Nagasaki,4,1,1,4,4,3,4,2,1,2,1,1,2,2,1,1,2
1824,refuse,22,Okayama,4,33,2,4,4,4,4,4,4,4,4,4,99,4,3,4,4
1825,Female,45,Tokyo,4,33,2,2,3,4,4,4,4,4,4,3,4,4,4,2,3
1826,Male,56,Ibaraki,4,1,1,4,4,3,4,2,1,4,1,1,2,3,1,1,2
1827,Male,47,Ibaraki,4,1,2,4,4,3,4,4,1,2,2,2,2,3,2,2,2
1828,Male,61,Saitama,4,33,3,4,4,4,4,4,1,3,4,3,4,4,99,2,99
1829,Male,34,Osaka,4,33,2,2,2,4,4,3,1,3,3,2,99,4,3,2,99
1830,Male,62,Saitama,3,33,2,2,3,3,4,3,3,4,4,4,4,4,4,4,4
1831,Male,46,Hiroshima,4,33,2,3,4,3,4,2,3,3,4,3,1,3,4,4,2
1832,Male,33,Ibaraki,3,1,1,4,4,4,3,2,1,4,1,1,4,4,2,1,4
1833,Male,32,Chiba,4,33,2,4,4,4,4,99,1,4,4,3,4,3,4,2,4
1834,Female,49,Chiba,4,33,1,2,4,4,4,4,3,4,4,4,4,4,4,4,4
1835,Male,51,Saitama,4,1,2,2,3,1,2,3,4,2,2,2,3,3,3,4,4
1836,Male,51,Hiroshima,3,2,4,2,3,3,3,3,1,4,3,2,4,3,2,2,4
1837,Male,57,Fukuoka,4,1,1,4,2,2,4,1,1,2,2,2,3,2,2,2,3
1838,Male,62,Niigata,2,2,2,3,3,4,4,3,4,4,4,4,3,4,3,3,3
1839,Male,55,Tokyo,4,33,2,4,4,4,4,3,1,4,4,1,3,4,3,2,3
1840,Male,52,Saitama,3,1,2,2,3,2,2,3,4,4,4,2,3,4,4,2,4
1841,Female,27,Kanagawa,4,33,2,3,3,4,4,2,3,4,4,4,4,4,4,4,4
1842,Male,28,Kanagawa,4,1,1,3,2,2,4,2,1,3,2,2,4,3,2,2,4
1843,Female,65,Nagasaki,3,33,1,4,4,4,4,4,99,3,3,3,3,2,3,2,2
1844,Female,49,Osaka,2,4,3,3,3,2,3,3,3,3,2,2,3,3,2,3,4
1845,Male,61,Kanagawa,2,1,1,4,4,2,4,3,5,2,1,1,4,2,1,1,3
1846,Male,29,Kanagawa,4,1,1,4,3,2,4,2,1,2,2,2,4,2,2,2,4
1847,Female,34,Shizuoka,4,1,2,3,3,3,3,3,1,4,3,99,3,3,3,3,3
1848,Male,46,Kanagawa,2,33,2,99,4,3,4,4,1,4,3,99,4,4,2,2,4
1849,Male,46,Aichi,2,33,99,99,99,99,99,99,1,4,3,2,3,3,3,2,3
1850,Male,73,Osaka,4,1,2,4,99,2,4,3,1,3,3,2,4,3,2,2,4
1851,Male,44,Tokyo,3,3,4,2,2,4,2,1,4,4,3,4,4,4,4,2,3
1852,Male,57,Chiba,4,1,1,4,4,3,4,3,1,2,2,2,2,2,2,2,2
1853,Male,30,Hokkaido,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1854,refuse,40,Mie,4,2,2,3,3,3,4,2,4,3,2,2,2,4,2,3,2
1855,Female,38,Osaka,2,6,2,3,99,3,99,2,1,3,3,2,2,3,3,2,3
1856,Male,46,Tokyo,4,33,4,2,3,3,3,3,4,4,4,2,4,3,2,2,4
1857,Male,47,Tokyo,4,6,2,3,3,3,3,2,1,3,4,3,4,4,4,3,3
1858,Male,44,Ibaraki,3,1,1,4,2,3,4,3,1,2,2,2,2,2,2,2,2
1859,Female,52,Hokkaido,4,2,3,3,4,4,4,4,3,4,4,99,99,4,4,99,4
1860,Male,68,Chiba,4,6,2,3,3,3,4,2,1,3,3,2,4,3,2,2,3
1861,Male,53,Miyagi,2,5,2,2,3,3,3,4,3,3,4,3,3,3,4,3,3
1862,Male,56,Mie,2,1,1,4,4,4,4,3,4,1,1,1,2,2,1,1,2
1863,Female,47,Ibaraki,3,1,3,2,1,1,3,99,4,2,2,2,4,2,4,2,4
1864,Male,42,Tokyo,4,7,4,4,2,4,2,1,1,2,3,3,99,4,4,3,4
1865,Female,21,Kumamoto,3,33,99,99,99,99,99,99,1,3,3,2,99,3,2,2,99
1866,Female,65,Hokkaido,2,1,2,3,3,4,4,4,1,3,2,3,4,3,3,4,4
1867,Male,58,Chiba,3,5,3,4,4,4,3,4,1,4,4,4,4,4,4,4,4
1868,Male,38,Kanagawa,4,1,4,4,2,4,4,4,2,2,2,2,3,2,2,2,2
1869,Female,49,Tokyo,3,33,99,4,4,4,4,4,3,3,3,4,3,3,3,99,3
1870,Female,53,Nagano,3,33,2,2,2,4,3,2,5,3,4,3,3,3,3,2,3
1871,Male,45,Fukuoka,2,33,2,4,4,4,4,99,4,4,4,4,1,99,4,4,2
1872,Male,44,Tochigi,4,1,3,3,3,3,3,3,99,3,3,3,3,3,3,3,3
1873,Male,61,Kagawa,2,1,1,4,4,2,4,4,1,2,2,2,2,2,2,1,4
1874,Male,70,Nagano,2,5,1,1,2,2,2,2,1,4,2,2,4,3,2,2,3
1875,Male,54,Nara,4,33,2,4,4,3,4,3,4,3,2,2,2,3,2,2,2
1876,Male,50,Okayama,4,1,2,4,4,4,4,3,11,3,1,1,1,3,1,1,1
1877,Female,44,Tokyo,4,99,3,99,4,4,2,2,3,4,2,2,2,3,4,2,3
1878,Female,54,Tokyo,3,99,99,99,99,99,99,99,1,99,99,2,99,99,99,2,99
1879,Male,50,Kanagawa,2,99,2,3,4,3,4,3,1,4,2,2,4,4,2,2,4
1880,Female,52,Aichi,4,33,2,3,2,3,3,3,3,4,3,3,3,4,4,3,3
1881,Male,37,Hokkaido,2,1,2,4,4,4,4,4,1,2,3,2,4,3,2,2,4
1882,Male,40,Osaka,4,1,2,4,4,4,4,3,1,2,2,2,3,3,2,2,3
1883,Male,40,Kanagawa,3,99,1,4,99,99,4,99,99,99,99,99,99,2,99,99,99
1884,Female,43,Chiba,4,2,4,1,2,99,1,2,1,4,4,3,99,4,3,3,99
1885,Female,51,Saitama,2,33,4,3,3,99,3,3,4,4,4,4,4,4,4,4,4
1886,Male,41,Kanagawa,4,33,2,3,4,3,4,4,1,2,4,4,99,3,3,3,99
1887,Male,43,Fukuoka,2,1,1,3,3,2,3,3,3,2,2,1,3,2,1,1,3
1888,Male,46,Tokyo,4,5,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
1889,Male,47,Shizuoka,4,33,3,3,3,4,4,4,11,4,4,4,3,4,4,2,3
1890,Male,43,Fukuoka,3,11,2,3,2,2,2,3,4,4,3,3,3,4,3,3,3
1891,Male,46,Yamagata,2,33,3,3,3,3,3,3,4,99,99,99,99,99,2,2,99
1892,Female,58,Hokkaido,2,99,2,2,2,2,2,2,3,3,2,2,3,3,2,2,3
1893,Female,50,Aichi,4,1,2,3,3,3,3,2,1,3,2,2,3,4,4,4,4
1894,Female,21,Kagoshima,3,1,2,2,3,4,4,2,3,3,3,2,4,3,3,2,2
1895,Female,42,Toyama,2,99,99,99,99,99,99,99,1,99,99,2,99,99,99,99,99
1896,Female,47,Chiba,3,33,4,4,4,4,4,4,99,99,4,4,99,99,4,4,99
1897,Male,68,Hyogo,2,2,2,3,4,3,4,3,4,4,4,3,3,4,4,3,3
1898,Female,20,Nara,4,1,2,3,2,4,4,3,1,3,2,2,2,3,2,2,2
1899,Male,58,Ibaraki,2,1,2,4,4,4,4,3,2,2,99,1,4,2,1,1,4
1900,Male,60,Hokkaido,2,2,2,2,4,4,4,4,4,4,3,4,4,4,3,3,4
1901,Male,63,Ishikawa,4,33,2,3,3,3,4,2,4,2,3,3,3,3,3,3,3
1902,Female,48,Ehime,3,33,3,3,3,4,4,4,3,4,4,2,4,4,3,2,4
1903,Female,57,Osaka,3,6,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3
1904,Female,37,Kanagawa,3,33,2,2,2,3,3,2,3,3,3,2,99,3,3,2,99
1905,Male,47,Osaka,2,6,2,3,3,2,4,2,4,4,4,4,4,3,3,3,3
1906,Male,41,Nagano,4,33,2,2,2,2,2,2,3,4,4,3,3,3,3,3,3
1907,Female,47,Ibaraki,3,1,2,2,1,3,2,99,4,3,3,3,2,1,2,3,2
1908,Male,60,Saitama,4,33,2,3,99,4,99,99,1,4,4,3,4,4,99,99,99
1909,Female,19,Ibaraki,4,1,1,4,99,99,99,99,1,1,3,1,2,99,3,1,2
1910,Male,42,Aichi,2,1,1,4,4,3,4,3,1,2,1,1,3,2,2,2,3
1911,Male,44,Chiba,4,6,2,99,99,99,99,2,1,4,2,2,99,4,2,2,99
1912,Male,53,Saitama,4,1,1,4,99,3,4,99,1,3,3,3,4,3,3,3,3
1913,Female,20,Saitama,4,3,3,3,2,3,3,3,99,99,99,99,99,4,4,4,4
1914,Male,49,Chiba,4,33,3,4,4,4,4,4,1,4,2,99,99,99,3,99,99
1915,Female,52,Osaka,4,1,1,2,3,3,4,2,1,3,2,2,3,3,2,2,3
1916,Female,59,Osaka,3,33,99,99,99,99,99,99,3,3,3,3,3,3,3,3,99
1917,Male,54,Hiroshima,3,33,1,3,4,3,4,4,1,4,4,2,99,4,4,2,99
1918,Female,45,Fukui,3,1,2,2,99,4,4,3,1,4,3,3,3,4,3,3,3
1919,Female,38,Saitama,4,1,2,3,3,3,3,3,3,3,3,4,3,4,4,3,99
1920,Male,44,Miyagi,1,33,2,3,3,2,3,3,1,4,4,3,4,4,3,4,4
1921,Female,54,Fukushima,2,33,4,4,4,4,4,4,99,3,3,3,3,3,3,3,3
1922,Female,25,Yamaguchi,3,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
1923,Male,33,Hokkaido,3,1,1,4,4,4,4,4,1,2,2,2,2,2,2,2,2
1924,Male,39,Aichi,2,5,2,2,99,3,3,3,5,2,4,4,2,4,4,4,3
1925,Male,33,Hyogo,3,1,1,4,4,2,4,2,1,4,2,1,2,4,2,1,4
1926,Male,52,Hyogo,4,33,2,2,3,4,4,3,11,3,3,3,4,3,3,3,4
1927,Male,67,Kanagawa,4,2,3,1,2,3,2,2,4,3,4,3,3,4,4,3,4
1928,Female,32,Okayama,4,1,1,3,3,3,4,3,1,3,2,2,99,3,2,2,99
1929,Male,44,Aichi,4,1,2,4,4,3,4,4,1,2,2,2,2,4,2,2,2
1930,Female,50,Osaka,4,6,2,99,99,3,3,2,3,3,3,2,3,3,3,2,3
1931,Male,46,Aichi,3,1,2,4,4,3,4,3,1,1,2,1,3,2,2,2,3
1932,Male,37,Nagano,4,33,4,3,3,4,4,3,99,4,4,2,4,3,4,2,3
1933,Female,70,Hyogo,2,33,4,4,99,99,4,4,3,99,4,99,99,99,99,99,99
1934,Male,37,Okayama,2,1,1,4,3,4,4,3,1,2,2,2,2,3,2,1,2
1935,Male,52,Osaka,4,33,3,3,3,4,4,2,1,4,4,4,4,3,4,3,4
1936,Male,48,Kyoto,2,5,3,2,3,3,2,4,4,4,4,99,4,4,99,99,99
1937,Male,28,Iwate,4,1,1,3,2,4,4,3,4,4,3,3,3,4,3,3,4
1938,Female,46,Tokyo,4,33,2,2,99,4,4,99,1,4,4,4,99,99,99,99,99
1939,Male,53,Kanagawa,4,6,2,4,3,3,4,2,1,4,4,4,4,4,3,3,4
1940,Female,54,Miyazaki,2,3,4,3,2,3,4,2,1,4,4,2,4,4,4,2,4
1941,Male,46,Osaka,4,6,2,4,4,4,4,2,1,3,4,4,4,4,4,4,4
1942,Male,49,Yamagata,4,33,2,3,3,3,4,3,4,4,4,4,3,4,4,4,4
1943,Male,27,Tochigi,2,99,99,99,99,99,99,99,99,99,4,3,3,4,4,4,3
1944,Male,61,Hyogo,4,5,3,2,3,4,3,3,4,4,3,3,4,4,3,3,4
1945,Male,36,Shizuoka,2,1,1,1,3,2,3,3,4,3,3,3,3,3,3,3,3
1946,Male,52,Gunma,4,2,3,2,4,4,4,4,3,4,4,4,3,4,4,4,4
1947,Female,20,Nagasaki,4,3,1,2,2,3,3,3,1,3,2,2,2,2,2,2,2
1948,Female,30,Tokyo,4,33,2,3,3,4,4,4,1,99,2,2,99,99,2,2,99
1949,Male,18,Chiba,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1950,Male,64,Tokyo,4,33,2,2,4,4,3,4,1,4,3,3,3,4,3,3,3
1951,Female,54,Saitama,2,4,2,2,99,2,99,99,3,3,4,99,99,3,4,3,99
1952,Female,36,Hyogo,4,33,2,3,4,99,3,99,1,99,3,2,3,3,3,2,3
1953,Male,56,Hyogo,4,33,99,99,99,99,99,99,3,4,4,4,4,4,4,4,4
1954,Male,65,Shizuoka,4,1,1,4,4,4,4,4,1,3,2,2,3,3,2,2,3
1955,Male,74,Hyogo,2,2,2,3,4,4,4,4,3,3,4,2,3,3,3,3,3
1956,Male,56,Chiba,4,1,1,99,99,2,99,2,5,2,2,1,2,3,2,2,2
1957,Male,48,Hiroshima,2,33,3,99,99,99,99,99,4,4,2,2,4,4,2,2,4
1958,Female,57,Aichi,3,2,2,2,3,3,3,3,1,3,3,3,2,3,3,3,99
1959,Male,22,Hyogo,4,33,3,4,3,3,4,2,1,4,4,4,4,4,4,4,4
1960,Male,42,Gunma,1,11,4,4,4,4,4,4,1,2,3,2,99,3,2,2,99
1961,Male,48,NA,4,33,1,4,3,4,4,2,11,99,4,1,2,99,4,1,2
1962,Male,71,Fukuoka,4,1,1,3,3,2,4,3,3,2,2,2,3,2,2,2,3
1963,Female,56,Osaka,3,33,4,99,99,4,99,4,4,4,4,4,4,4,4,4,4
1964,Male,53,Hiroshima,4,1,1,2,2,3,4,3,3,2,2,1,2,3,2,2,3
1965,Male,65,Shizuoka,2,33,1,4,4,2,4,4,1,2,2,2,3,2,1,1,3
1966,Female,28,Hokkaido,2,5,3,2,99,3,3,99,11,4,4,4,4,4,4,4,4
1967,Female,58,Saitama,2,99,2,2,99,3,99,99,1,3,2,2,3,3,2,2,4
1968,Male,53,Osaka,4,33,2,2,3,3,3,3,1,2,4,4,3,4,2,2,3
1969,Female,55,Saitama,3,33,2,4,4,3,4,4,1,2,3,2,2,2,2,1,2
1970,Male,38,Tokyo,4,1,2,3,3,2,3,2,2,3,3,3,2,2,2,2,3
1971,Female,21,Yamanashi,4,1,1,4,4,2,4,2,1,2,1,1,2,3,1,1,2
1972,Male,53,Aichi,4,2,2,4,4,4,3,2,1,4,4,4,4,4,4,4,4
1973,Male,66,Kochi,4,33,4,4,4,4,4,4,11,4,3,2,3,4,4,2,3
1974,Female,48,Osaka,4,33,2,2,3,3,3,3,1,3,4,4,4,2,2,2,3
1975,Female,45,Aichi,4,33,4,4,4,4,4,3,4,4,4,4,4,4,4,2,4
1976,Female,44,Shizuoka,4,33,1,3,3,3,2,2,1,2,3,3,3,3,2,2,2
1977,Male,36,Saitama,4,1,2,4,4,2,3,2,1,2,3,1,3,2,3,1,3
1978,Male,35,Ishikawa,3,99,4,99,2,99,4,3,1,3,2,1,4,99,99,99,99
1979,Male,44,Nara,3,1,1,4,4,4,4,4,1,4,2,2,99,3,2,2,4
1980,Male,52,Kagoshima,2,33,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1981,Male,30,Hokkaido,3,33,4,4,99,4,4,4,1,3,3,4,3,4,3,3,3
1982,Male,50,Tokyo,3,6,3,3,3,3,2,3,1,4,4,4,4,4,2,2,4
1983,Male,29,Saitama,2,33,2,3,4,4,4,3,1,4,4,2,2,4,2,99,99
1984,Female,36,Fukuoka,3,2,2,2,3,2,3,2,4,2,4,4,3,4,4,4,3
1985,Male,35,Gifu,4,1,1,2,2,3,3,3,3,2,2,3,3,3,3,2,4
1986,Male,41,Wakayama,4,1,2,4,4,3,4,4,3,2,2,2,2,2,2,2,2
1987,Male,37,Kanagawa,4,33,1,2,4,2,3,2,11,4,4,3,4,4,4,3,4
1988,Male,27,Chiba,4,1,1,4,4,4,4,2,1,2,4,1,2,2,2,2,2
1989,Male,51,Osaka,4,33,2,4,4,4,4,4,1,4,4,4,4,4,4,4,4
1990,Female,51,Wakayama,2,6,2,4,4,4,4,2,99,3,3,3,3,3,3,3,3
1991,Female,35,Hyogo,4,33,4,4,4,4,4,4,11,4,4,2,4,4,3,2,4
1992,Male,58,Chiba,4,33,2,2,3,3,3,3,4,4,3,2,3,4,3,2,3
1993,Male,44,Osaka,4,1,1,4,3,3,4,2,1,2,2,1,4,3,1,1,2
1994,Male,22,Shizuoka,4,33,1,3,3,3,4,3,1,3,3,2,2,3,3,2,2
1995,Female,49,Hokkaido,3,2,2,2,3,3,3,3,4,3,3,3,3,4,4,3,4
1996,Male,39,Kanagawa,4,99,2,99,99,99,4,99,1,99,2,2,99,3,2,2,99
1997,Female,40,Chiba,3,33,4,4,4,4,4,4,99,99,99,99,99,99,99,99,99
1998,Male,45,Saitama,4,1,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4
1999,Male,38,Tochigi,4,33,1,3,2,2,4,3,11,4,4,1,3,4,4,1,2
2000,Male,39,Osaka,4,1,1,4,4,4,4,3,1,3,4,4,2,3,3,3,3
2001,Male,47,Hiroshima,3,33,1,3,4,3,4,3,1,3,1,1,2,3,2,2,2
2002,Male,37,Hyogo,3,33,2,3,3,3,3,2,3,4,3,4,4,4,4,4,4
2003,Male,37,Kanagawa,4,2,4,2,3,4,2,3,1,3,4,4,4,3,4,3,4
2004,Male,37,Gifu,4,3,3,1,1,4,3,2,3,4,4,2,4,4,4,2,4
2005,Female,31,Saga,3,99,99,99,99,99,99,99,3,99,99,99,99,99,99,99,99
2006,Male,49,Kanagawa,4,1,1,4,4,3,4,4,1,2,2,1,4,4,1,1,4
2007,Male,28,Hyogo,4,33,2,3,2,3,3,2,1,4,4,2,4,4,3,2,4
2008,Male,59,Kumamoto,4,1,2,4,4,4,4,2,11,2,2,2,2,2,2,2,2
2009,Male,45,Toyama,4,4,2,4,3,2,4,2,1,3,4,2,3,3,2,2,3
2010,Female,41,Osaka,3,3,4,4,4,4,4,4,1,3,3,2,99,4,2,3,99
2011,Female,27,Nagano,2,1,1,3,2,3,4,4,3,4,1,1,99,3,1,1,99
2012,Female,29,Hiroshima,4,6,1,2,3,2,2,1,1,4,3,2,3,3,2,2,2
2013,Female,50,Kyoto,2,33,1,2,3,2,2,3,1,3,2,3,3,4,4,2,4
2014,Male,48,Kyoto,4,1,1,4,3,2,4,2,1,2,1,1,3,2,1,1,2
2015,Male,52,Osaka,4,6,1,4,2,4,4,2,3,2,4,1,3,2,2,1,4
2016,Female,45,Osaka,2,11,2,3,3,3,3,2,1,4,99,3,99,4,99,3,4
2017,Male,44,Kyoto,4,33,2,4,4,4,4,3,2,4,3,2,4,4,4,2,4
2018,Male,48,Aichi,4,33,3,4,3,4,4,3,1,3,3,2,3,3,3,2,3
2019,Female,56,Fukuoka,4,2,2,1,4,3,3,4,3,4,3,2,3,3,3,2,3
2020,Female,42,Ibaraki,4,1,1,4,3,3,4,2,1,4,4,2,3,4,4,2,3
2021,Male,37,Tokyo,4,1,2,4,3,4,4,3,1,4,2,2,2,99,99,99,99
2022,Male,50,Tokyo,4,33,2,3,3,3,3,3,1,4,3,2,3,4,3,3,3
2023,Male,36,Tochigi,4,33,3,4,3,3,4,3,1,2,2,2,2,2,2,2,2
2024,Male,39,Toyama,2,6,2,4,3,2,4,2,1,2,1,1,99,4,2,2,99
2025,Male,40,Nagano,2,1,1,4,3,4,3,4,1,3,3,2,3,3,2,2,3
